	Unnamed: 0	URLs	Nome	Acceleration	Sprint Speed	Positioning	Finishing	Shot Power	Long Shot	Volleys	Penalties	Vision	Crossing	Free Kick	Shot Passing	Long Passing	Curve	Agility	Balance	Reactions	Ball Control	Dribbling	Composure	Interceptions	Heading	Def. Awareness	Standing Tackle	Sliding	Jumping	Stamina	Strength	Aggression	Diving	Kicking	Handling	Reflexes	Positioning GK	Posição	Overall	Tipo	Nome Completo	País	Time	Posição Alternativa 1	Posição Alternativa 2	Posição Alternativa 3	Foto	Versão
3233	3233	/players/227232-florian-sotoca/24-227232/	florian-sotoca	69.0	76.0	80.0	77.0	76.0	69.0	73.0	69.0	77.0	75.0	64.0	76.0	69.0	68.0	71.0	51.0	80.0	77.0	72.0	77.0	49.0	79.0	47.0	46.0	44.0	86.0	87.0	80.0	73.0	13.0	12.0	15.0	14.0	11.0	ST	77	Common	Florian Sotoca	https://game-assets.fut.gg/2024/nations/18.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/64.png?quality=100&amp;width=80	CF	RW		https://game-assets.fut.gg/2024/cards/futgg-cards/227232.webp	Versão 1
555	555	/players/204970-florian-thauvin/24-50536618/	florian-thauvin	97.0	88.0	85.0	82.0	98.0	96.0	90.0	94.0	89.0	89.0	85.0	87.0	83.0	99.0	97.0	87.0	82.0	91.0	91.0	94.0	66.0	92.0	63.0	55.0	53.0	91.0	88.0	83.0	68.0	8.0	14.0	11.0	9.0	10.0	RM	89	FC Pro Live	Florian Thauvin	https://game-assets.fut.gg/2024/nations/18.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/55.png?quality=100&amp;width=80	LM	RW		https://game-assets.fut.gg/2024/cards/futgg-cards/50536618.webp	Versão 1
461	461	/players/256630-florian-wirtz/24-134474358/	florian-wirtz	87.0	79.0	89.0	87.0	83.0	84.0	82.0	68.0	94.0	83.0	69.0	94.0	87.0	86.0	90.0	89.0	89.0	93.0	91.0	87.0	51.0	45.0	67.0	65.0	50.0	67.0	94.0	60.0	71.0	14.0	13.0	14.0	10.0	6.0	CAM	89	POTM Bundesliga	Florian Wirtz	https://game-assets.fut.gg/2024/nations/21.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/32.png?quality=100&amp;width=80	CM			https://game-assets.fut.gg/2024/cards/futgg-cards/134474358.webp	Versão 1
709	709	/players/256630-florian-wirtz/24-100919926/	florian-wirtz	85.0	77.0	88.0	86.0	82.0	83.0	81.0	67.0	93.0	82.0	68.0	93.0	86.0	85.0	89.0	88.0	88.0	92.0	90.0	86.0	49.0	43.0	65.0	62.0	48.0	64.0	90.0	57.0	68.0	14.0	13.0	14.0	10.0	6.0	CAM	88	POTM Bundesliga	Florian Wirtz	https://game-assets.fut.gg/2024/nations/21.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/32.png?quality=100&amp;width=80	CM			https://game-assets.fut.gg/2024/cards/futgg-cards/100919926.webp	Versão 2
1044	1044	/players/256630-florian-wirtz/24-50588278/	florian-wirtz	83.0	75.0	86.0	84.0	80.0	81.0	79.0	65.0	92.0	81.0	67.0	92.0	85.0	84.0	88.0	87.0	87.0	91.0	89.0	85.0	48.0	42.0	64.0	61.0	47.0	63.0	88.0	56.0	67.0	14.0	13.0	14.0	10.0	6.0	CAM	87	POTM Bundesliga	Florian Wirtz	https://game-assets.fut.gg/2024/nations/21.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/32.png?quality=100&amp;width=80	CM			https://game-assets.fut.gg/2024/cards/futgg-cards/50588278.webp	Versão 3
1602	1602	/players/256630-florian-wirtz/24-256630/	florian-wirtz	78.0	70.0	80.0	78.0	74.0	75.0	73.0	60.0	88.0	77.0	64.0	88.0	81.0	80.0	86.0	85.0	85.0	89.0	87.0	83.0	45.0	39.0	59.0	57.0	44.0	59.0	83.0	53.0	63.0	14.0	13.0	14.0	10.0	6.0	CAM	85	Rare	Florian Wirtz	https://game-assets.fut.gg/2024/nations/21.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/32.png?quality=100&amp;width=80	CM			https://game-assets.fut.gg/2024/cards/futgg-cards/256630.webp	Versão 1
1206	1206	/players/256630-florian-wirtz/24-84142710/	florian-wirtz	79.0	71.0	81.0	79.0	75.0	76.0	74.0	61.0	89.0	78.0	65.0	89.0	82.0	81.0	87.0	86.0	86.0	90.0	88.0	84.0	46.0	40.0	60.0	58.0	45.0	60.0	84.0	54.0	64.0	14.0	13.0	14.0	10.0	6.0	CAM	86	UEFA EURO 2024 Player	Florian Wirtz	https://game-assets.fut.gg/2024/nations/21.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/32.png?quality=100&amp;width=80	CM			https://game-assets.fut.gg/2024/cards/futgg-cards/84142710.webp	Versão 1
536	536	/players/256630-florian-wirtz/24-67365494/	florian-wirtz	86.0	78.0	88.0	86.0	82.0	83.0	81.0	67.0	93.0	82.0	68.0	93.0	86.0	85.0	89.0	88.0	88.0	92.0	90.0	86.0	50.0	44.0	66.0	64.0	49.0	66.0	92.0	59.0	70.0	14.0	13.0	14.0	10.0	6.0	CAM	89	Ultimate Dynasties	Florian Wirtz	https://game-assets.fut.gg/2024/nations/21.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/32.png?quality=100&amp;width=80	CM			https://game-assets.fut.gg/2024/cards/futgg-cards/67365494.webp	Versão 1
2609	2609	/players/247463-folarin-balogun/24-50579111/	folarin-balogun	78.0	81.0	83.0	83.0	77.0	72.0	77.0	76.0	62.0	58.0	52.0	69.0	57.0	59.0	75.0	74.0	79.0	78.0	77.0	77.0	18.0	76.0	18.0	15.0	16.0	86.0	66.0	74.0	56.0	10.0	12.0	12.0	10.0	13.0	ST	79	Common	Folarin Balogun	https://game-assets.fut.gg/2024/nations/95.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/69.png?quality=100&amp;width=80	CF			https://game-assets.fut.gg/2024/cards/futgg-cards/50579111.webp	Versão 1
2827	2827	/players/247463-folarin-balogun/24-247463/	folarin-balogun	78.0	81.0	83.0	83.0	77.0	72.0	77.0	76.0	62.0	58.0	52.0	69.0	57.0	59.0	75.0	74.0	79.0	78.0	77.0	77.0	18.0	76.0	18.0	15.0	16.0	86.0	66.0	74.0	56.0	10.0	12.0	12.0	10.0	13.0	ST	79	Common	Folarin Balogun	https://game-assets.fut.gg/2024/nations/95.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/1.png?quality=100&amp;width=80	CF			https://game-assets.fut.gg/2024/cards/futgg-cards/247463.webp	Versão 2
2549	2549	/players/235997-fran-beltran/24-235997/	fran-beltran	61.0	56.0	63.0	53.0	61.0	60.0	55.0	49.0	80.0	72.0	55.0	84.0	82.0	54.0	77.0	78.0	78.0	78.0	77.0	66.0	80.0	60.0	79.0	82.0	81.0	66.0	67.0	63.0	70.0	14.0	8.0	11.0	9.0	13.0	CDM	80	Common	Fran Beltrán	https://game-assets.fut.gg/2024/nations/45.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/450.png?quality=100&amp;width=80	CM			https://game-assets.fut.gg/2024/cards/futgg-cards/235997.webp	Versão 1
3145	3145	/players/246606-fran-garcia/24-246606/	fran-garcia	90.0	89.0	66.0	42.0	63.0	53.0	39.0	39.0	62.0	75.0	36.0	76.0	62.0	69.0	84.0	91.0	71.0	76.0	76.0	69.0	72.0	54.0	65.0	79.0	76.0	74.0	80.0	62.0	65.0	9.0	12.0	6.0	11.0	9.0	LB	78	Rare	Fran García	https://game-assets.fut.gg/2024/nations/45.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/243.png?quality=100&amp;width=80	LWB			https://game-assets.fut.gg/2024/cards/futgg-cards/246606.webp	Versão 1
1800	1800	/players/227255-fran-kirby/24-227255/	fran-kirby	84.0	85.0	88.0	81.0	87.0	81.0	88.0	73.0	77.0	73.0	71.0	82.0	77.0	74.0	90.0	93.0	86.0	89.0	88.0	82.0	35.0	71.0	36.0	43.0	39.0	75.0	67.0	54.0	45.0	13.0	12.0	9.0	16.0	16.0	CAM	84	Rare	Fran Kirby	https://game-assets.fut.gg/2024/nations/14.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/5.png?quality=100&amp;width=80	RW			https://game-assets.fut.gg/2024/cards/futgg-cards/227255.webp	Versão 1
1272	1272	/players/227255-fran-kirby/24-50558903/	fran-kirby	87.0	88.0	91.0	84.0	90.0	84.0	91.0	76.0	80.0	76.0	74.0	85.0	80.0	77.0	92.0	95.0	88.0	91.0	90.0	84.0	37.0	74.0	38.0	45.0	41.0	79.0	71.0	57.0	47.0	13.0	12.0	9.0	16.0	16.0	CAM	86	Triple Threat	Fran Kirby	https://game-assets.fut.gg/2024/nations/14.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/5.png?quality=100&amp;width=80	RW			https://game-assets.fut.gg/2024/cards/futgg-cards/50558903.webp	Versão 1
2992	2992	/players/247138-fran-navarro/24-247138/	fran-navarro	72.0	75.0	82.0	80.0	83.0	72.0	74.0	77.0	48.0	43.0	49.0	69.0	46.0	55.0	73.0	64.0	78.0	77.0	75.0	78.0	37.0	75.0	38.0	37.0	33.0	84.0	84.0	78.0	74.0	7.0	5.0	8.0	7.0	8.0	ST	78	Common	Fran Navarro	https://game-assets.fut.gg/2024/nations/45.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/236.png?quality=100&amp;width=80	CF			https://game-assets.fut.gg/2024/cards/futgg-cards/247138.webp	Versão 1
1986	1986	/players/199845-francesco-acerbi/24-199845/	francesco-acerbi	61.0	59.0	20.0	37.0	75.0	60.0	39.0	61.0	65.0	34.0	56.0	75.0	79.0	58.0	32.0	33.0	85.0	71.0	65.0	86.0	85.0	84.0	87.0	87.0	83.0	86.0	68.0	85.0	80.0	11.0	9.0	9.0	11.0	13.0	CB	83	Rare	Francesco Acerbi	https://game-assets.fut.gg/2024/nations/27.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/44.png?quality=100&amp;width=80				https://game-assets.fut.gg/2024/cards/futgg-cards/199845.webp	Versão 1
3865	3865	/players/189053-francesco-caputo/24-189053/	francesco-caputo	77.0	72.0	81.0	81.0	75.0	70.0	80.0	78.0	65.0	50.0	54.0	70.0	58.0	58.0	84.0	79.0	78.0	76.0	75.0	72.0	14.0	73.0	40.0	20.0	15.0	81.0	65.0	67.0	50.0	14.0	10.0	7.0	11.0	11.0	ST	76	Common	Francesco Caputo	https://game-assets.fut.gg/2024/nations/27.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/1746.png?quality=100&amp;width=80	CF			https://game-assets.fut.gg/2024/cards/futgg-cards/189053.webp	Versão 1
2539	2539	/players/189271-francis-coquelin/24-189271/	francis-coquelin	68.0	67.0	77.0	65.0	75.0	72.0	60.0	52.0	80.0	69.0	53.0	84.0	81.0	71.0	72.0	77.0	81.0	81.0	80.0	78.0	78.0	63.0	80.0	79.0	79.0	76.0	75.0	79.0	85.0	9.0	8.0	9.0	15.0	10.0	CM	80	Rare	Francis Coquelin	https://game-assets.fut.gg/2024/nations/18.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/483.png?quality=100&amp;width=80	RM	LM		https://game-assets.fut.gg/2024/cards/futgg-cards/189271.webp	Versão 1
1083	1083	/players/189271-francis-coquelin/24-50520919/	francis-coquelin	81.0	80.0	85.0	72.0	83.0	79.0	66.0	57.0	86.0	75.0	58.0	90.0	87.0	77.0	78.0	84.0	88.0	88.0	87.0	85.0	85.0	70.0	87.0	86.0	86.0	83.0	82.0	86.0	93.0	9.0	8.0	9.0	15.0	10.0	CM	87	UEL Road to the Knockouts	Francis Coquelin	https://game-assets.fut.gg/2024/nations/18.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/483.png?quality=100&amp;width=80	RM	LM		https://game-assets.fut.gg/2024/cards/futgg-cards/50520919.webp	Versão 1
3766	3766	/players/220876-franck-honorat/24-220876/	franck-honorat	80.0	78.0	73.0	74.0	77.0	78.0	74.0	68.0	72.0	77.0	60.0	72.0	65.0	69.0	78.0	68.0	72.0	76.0	78.0	74.0	43.0	59.0	51.0	45.0	39.0	68.0	80.0	54.0	48.0	10.0	7.0	15.0	15.0	14.0	RM	76	Common	Franck Honorat	https://game-assets.fut.gg/2024/nations/18.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/23.png?quality=100&amp;width=80	LM	RW		https://game-assets.fut.gg/2024/cards/futgg-cards/220876.webp	Versão 1
1895	1895	/players/220876-franck-honorat/24-50552524/	franck-honorat	89.0	87.0	81.0	82.0	85.0	86.0	82.0	75.0	81.0	87.0	68.0	81.0	73.0	78.0	85.0	74.0	79.0	83.0	85.0	81.0	49.0	68.0	59.0	52.0	45.0	77.0	91.0	61.0	54.0	10.0	7.0	15.0	15.0	14.0	RM	83	Team of the Week	Franck Honorat	https://game-assets.fut.gg/2024/nations/18.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/23.png?quality=100&amp;width=80	LM	RW		https://game-assets.fut.gg/2024/cards/futgg-cards/50552524.webp	Versão 1
860	860	/players/156616-franck-ribery/24-156616/	franck-ribery	90.0	88.0	84.0	85.0	82.0	88.0	87.0	81.0	88.0	79.0	84.0	88.0	81.0	81.0	89.0	88.0	86.0	91.0	91.0	86.0	36.0	46.0	38.0	35.0	31.0	50.0	78.0	62.0	61.0	15.0	9.0	6.0	10.0	7.0	LM	88	Icon	Franck Ribéry	https://game-assets.fut.gg/2024/nations/18.png?quality=100&amp;width=80					https://game-assets.fut.gg/2024/cards/futgg-cards/156616.webp	Versão 1
142	142	/players/156616-franck-ribery/24-50488264/	franck-ribery	93.0	91.0	89.0	90.0	87.0	93.0	92.0	86.0	93.0	84.0	89.0	93.0	86.0	86.0	91.0	90.0	88.0	93.0	93.0	88.0	41.0	52.0	43.0	40.0	35.0	55.0	86.0	69.0	68.0	15.0	9.0	6.0	10.0	7.0	LW	92	TOTY ICON	Franck Ribéry	https://game-assets.fut.gg/2024/nations/18.png?quality=100&amp;width=80					https://game-assets.fut.gg/2024/cards/futgg-cards/50488264.webp	Versão 1
1241	1241	/players/230938-franck-yannick-kessie/24-50562586/	franck-yannick-kessie	79.0	82.0	81.0	78.0	90.0	82.0	63.0	93.0	82.0	71.0	58.0	88.0	81.0	66.0	73.0	80.0	82.0	85.0	81.0	86.0	84.0	70.0	85.0	84.0	80.0	88.0	96.0	90.0	85.0	9.0	12.0	11.0	10.0	12.0	CDM	86	Radioactive	Franck Yannick Kessié	https://game-assets.fut.gg/2024/nations/108.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/112387.png?quality=100&amp;width=80	CM			https://game-assets.fut.gg/2024/cards/futgg-cards/50562586.webp	Versão 1
2205	2205	/players/230938-franck-yannick-kessie/24-230938/	franck-yannick-kessie	77.0	80.0	76.0	73.0	84.0	78.0	60.0	88.0	76.0	66.0	54.0	81.0	75.0	61.0	70.0	77.0	79.0	82.0	78.0	83.0	82.0	68.0	83.0	82.0	78.0	85.0	93.0	87.0	82.0	9.0	12.0	11.0	10.0	12.0	CDM	82	Rare	Franck Yannick Kessié	https://game-assets.fut.gg/2024/nations/108.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/112387.png?quality=100&amp;width=80	CM			https://game-assets.fut.gg/2024/cards/futgg-cards/230938.webp	Versão 1
3466	3466	/players/214584-franco-armani/24-214584/	franco-armani	41.0	45.0	17.0	11.0	52.0	17.0	18.0	20.0	54.0	18.0	16.0	35.0	29.0	15.0	37.0	39.0	74.0	37.0	16.0	53.0	21.0	19.0	15.0	13.0	19.0	73.0	35.0	81.0	43.0	77.0	69.0	73.0	81.0	78.0	GK	77	CONMEBOL Libertadores	Franco Armani	https://game-assets.fut.gg/2024/nations/52.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/1876.png?quality=100&amp;width=80				https://game-assets.fut.gg/2024/cards/futgg-cards/214584.webp	Versão 1
282	282	/players/166906-franco-baresi/24-166906/	franco-baresi	69.0	77.0	39.0	44.0	53.0	48.0	49.0	62.0	70.0	63.0	44.0	87.0	85.0	57.0	73.0	75.0	93.0	86.0	55.0	84.0	94.0	89.0	94.0	94.0	94.0	86.0	86.0	79.0	86.0	6.0	12.0	8.0	5.0	14.0	CB	91	Icon	Franco Baresi	https://game-assets.fut.gg/2024/nations/27.png?quality=100&amp;width=80					https://game-assets.fut.gg/2024/cards/futgg-cards/166906.webp	Versão 1
3431	3431	/players/223061-franco-cervi/24-223061/	franco-cervi	89.0	88.0	76.0	70.0	68.0	64.0	55.0	56.0	70.0	71.0	76.0	75.0	68.0	78.0	93.0	92.0	74.0	79.0	77.0	73.0	50.0	48.0	51.0	64.0	52.0	56.0	81.0	31.0	72.0	12.0	9.0	8.0	10.0	11.0	LM	77	Common	Franco Cervi	https://game-assets.fut.gg/2024/nations/52.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/450.png?quality=100&amp;width=80	RM	LW		https://game-assets.fut.gg/2024/cards/futgg-cards/223061.webp	Versão 1
3573	3573	/players/207471-franco-vazquez/24-207471/	franco-vazquez	40.0	51.0	75.0	80.0	76.0	80.0	79.0	67.0	80.0	73.0	68.0	78.0	75.0	80.0	67.0	35.0	70.0	82.0	81.0	77.0	69.0	69.0	50.0	59.0	48.0	69.0	71.0	78.0	78.0	14.0	13.0	15.0	7.0	9.0	CAM	76	Common	Franco Vázquez	https://game-assets.fut.gg/2024/nations/52.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/111434.png?quality=100&amp;width=80	CF			https://game-assets.fut.gg/2024/cards/futgg-cards/207471.webp	Versão 1
3821	3821	/players/214040-frank-fabra/24-214040/	frank-fabra	78.0	84.0	77.0	67.0	78.0	70.0	33.0	63.0	74.0	76.0	61.0	75.0	74.0	71.0	82.0	68.0	72.0	77.0	79.0	78.0	71.0	67.0	68.0	71.0	73.0	80.0	80.0	74.0	76.0	7.0	13.0	15.0	7.0	9.0	LB	76	CONMEBOL Libertadores	Frank Fabra	https://game-assets.fut.gg/2024/nations/56.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/1877.png?quality=100&amp;width=80	LWB			https://game-assets.fut.gg/2024/cards/futgg-cards/214040.webp	Versão 1
1117	1117	/players/5471-frank-lampard/24-5471/	frank-lampard	75.0	78.0	83.0	87.0	90.0	92.0	84.0	87.0	82.0	80.0	85.0	91.0	90.0	82.0	70.0	71.0	87.0	89.0	84.0	87.0	76.0	68.0	70.0	73.0	60.0	77.0	90.0	78.0	73.0	12.0	15.0	14.0	8.0	10.0	CM	87	Icon	Frank Lampard	https://game-assets.fut.gg/2024/nations/14.png?quality=100&amp;width=80					https://game-assets.fut.gg/2024/cards/futgg-cards/5471.webp	Versão 1
1287	1287	/players/239529-frank-onyeka/24-50571177/	frank-onyeka	77.0	93.0	85.0	76.0	77.0	61.0	66.0	60.0	80.0	64.0	50.0	82.0	80.0	66.0	88.0	80.0	80.0	78.0	76.0	78.0	86.0	71.0	81.0	81.0	73.0	86.0	86.0	84.0	89.0	15.0	7.0	9.0	14.0	6.0	CDM	86	Dynamic Duos	Frank Onyeka	https://game-assets.fut.gg/2024/nations/133.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/1925.png?quality=100&amp;width=80	CM			https://game-assets.fut.gg/2024/cards/futgg-cards/50571177.webp	Versão 1
490	490	/players/239421-frank-rijkaard/24-50571069/	frank-rijkaard	78.0	81.0	73.0	70.0	86.0	83.0	71.0	78.0	84.0	76.0	60.0	90.0	86.0	55.0	73.0	70.0	88.0	90.0	76.0	92.0	91.0	86.0	89.0	90.0	86.0	82.0	91.0	91.0	78.0	11.0	7.0	10.0	9.0	14.0	CDM	89	Future Stars ICON	Frank Rijkaard	https://game-assets.fut.gg/2024/nations/34.png?quality=100&amp;width=80					https://game-assets.fut.gg/2024/cards/futgg-cards/50571069.webp	Versão 1
1112	1112	/players/214098-frank-rijkaard/24-214098/	frank-rijkaard	75.0	78.0	69.0	66.0	83.0	79.0	67.0	75.0	82.0	74.0	57.0	87.0	84.0	53.0	70.0	65.0	85.0	87.0	72.0	89.0	88.0	84.0	86.0	88.0	84.0	80.0	89.0	89.0	75.0	6.0	14.0	11.0	15.0	10.0	CDM	87	Icon	Frank Rijkaard	https://game-assets.fut.gg/2024/nations/34.png?quality=100&amp;width=80					https://game-assets.fut.gg/2024/cards/futgg-cards/214098.webp	Versão 1
3781	3781	/players/264988-franziska-harsch/24-264988/	franziska-harsch	72.0	62.0	75.0	59.0	69.0	71.0	55.0	64.0	76.0	49.0	69.0	76.0	77.0	66.0	69.0	71.0	80.0	73.0	72.0	70.0	79.0	65.0	64.0	78.0	66.0	76.0	78.0	71.0	73.0	13.0	5.0	9.0	7.0	10.0	CM	76	Common	Franziska Harsch	https://game-assets.fut.gg/2024/nations/21.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/10029.png?quality=100&amp;width=80				https://game-assets.fut.gg/2024/cards/futgg-cards/264988.webp	Versão 1
4230	4230	/players/270525-franziska-kett/24-270525/	franziska-kett	69.0	74.0	78.0	71.0	60.0	70.0	59.0	56.0	74.0	76.0	59.0	76.0	59.0	64.0	69.0	61.0	76.0	78.0	77.0	65.0	46.0	49.0	52.0	52.0	54.0	64.0	54.0	68.0	62.0	13.0	10.0	11.0	10.0	11.0	LM	75	Common	Franziska Kett	https://game-assets.fut.gg/2024/nations/21.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/21.png?quality=100&amp;width=80	LW			https://game-assets.fut.gg/2024/cards/futgg-cards/270525.webp	Versão 1
3926	3926	/players/172203-fraser-forster/24-172203/	fraser-forster	26.0	32.0	13.0	13.0	50.0	12.0	19.0	22.0	48.0	19.0	19.0	27.0	36.0	10.0	44.0	42.0	70.0	33.0	20.0	54.0	22.0	13.0	11.0	13.0	12.0	65.0	29.0	80.0	44.0	76.0	67.0	72.0	81.0	75.0	GK	76	Common	Fraser Forster	https://game-assets.fut.gg/2024/nations/14.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/18.png?quality=100&amp;width=80				https://game-assets.fut.gg/2024/cards/futgg-cards/172203.webp	Versão 1
2320	2320	/players/209297-fred/24-209297/	fred	80.0	71.0	80.0	66.0	79.0	68.0	62.0	64.0	81.0	75.0	74.0	83.0	77.0	79.0	89.0	88.0	88.0	81.0	78.0	76.0	81.0	56.0	74.0	84.0	70.0	67.0	94.0	52.0	85.0	7.0	15.0	16.0	15.0	11.0	CM	81	Rare	Fred	https://game-assets.fut.gg/2024/nations/54.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/326.png?quality=100&amp;width=80	CDM			https://game-assets.fut.gg/2024/cards/futgg-cards/209297.webp	Versão 1
1145	1145	/players/209297-fred/24-50540945/	fred	87.0	78.0	88.0	73.0	87.0	75.0	67.0	69.0	88.0	82.0	81.0	90.0	84.0	86.0	96.0	95.0	95.0	87.0	84.0	82.0	88.0	61.0	81.0	92.0	76.0	77.0	99.0	59.0	97.0	7.0	15.0	16.0	15.0	11.0	CM	86	Team of the Week	Fred	https://game-assets.fut.gg/2024/nations/54.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/326.png?quality=100&amp;width=80	CDM			https://game-assets.fut.gg/2024/cards/futgg-cards/50540945.webp	Versão 1
1316	1316	/players/6975-freddie-ljungberg/24-6975/	freddie-ljungberg	89.0	86.0	84.0	86.0	79.0	78.0	70.0	71.0	83.0	81.0	78.0	84.0	75.0	83.0	84.0	80.0	86.0	86.0	88.0	79.0	44.0	58.0	48.0	42.0	36.0	68.0	86.0	74.0	73.0	6.0	12.0	5.0	7.0	7.0	LM	86	UT Heroes	Freddie Ljungberg	https://game-assets.fut.gg/2024/nations/46.png?quality=100&amp;width=80					https://game-assets.fut.gg/2024/cards/futgg-cards/6975.webp	Versão 1
3788	3788	/players/227222-frederic-guilbert/24-227222/	frederic-guilbert	73.0	71.0	65.0	38.0	66.0	47.0	32.0	44.0	63.0	74.0	42.0	73.0	65.0	56.0	67.0	74.0	71.0	74.0	69.0	67.0	74.0	70.0	71.0	74.0	77.0	78.0	76.0	73.0	77.0	8.0	16.0	14.0	7.0	13.0	RWB	76	Common	Frédéric Guilbert	https://game-assets.fut.gg/2024/nations/18.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/76.png?quality=100&amp;width=80	RB			https://game-assets.fut.gg/2024/cards/futgg-cards/227222.webp	Versão 1
2663	2663	/players/201269-frederik-ronnow/24-201269/	frederik-ronnow	48.0	45.0	14.0	9.0	52.0	13.0	7.0	17.0	48.0	14.0	7.0	25.0	30.0	16.0	34.0	40.0	74.0	12.0	13.0	31.0	12.0	12.0	15.0	11.0	13.0	66.0	32.0	67.0	17.0	79.0	69.0	80.0	79.0	80.0	GK	79	Common	Frederik Rønnow	https://game-assets.fut.gg/2024/nations/13.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/1831.png?quality=100&amp;width=80				https://game-assets.fut.gg/2024/cards/futgg-cards/201269.webp	Versão 1
938	938	/players/201269-frederik-ronnow/24-50532917/	frederik-ronnow	62.0	57.0	14.0	9.0	52.0	13.0	7.0	17.0	48.0	14.0	7.0	25.0	30.0	16.0	34.0	40.0	74.0	12.0	13.0	31.0	12.0	12.0	15.0	11.0	13.0	66.0	32.0	67.0	17.0	88.0	86.0	89.0	87.0	88.0	GK	87	Team of the Week	Frederik Rønnow	https://game-assets.fut.gg/2024/nations/13.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/1831.png?quality=100&amp;width=80				https://game-assets.fut.gg/2024/cards/futgg-cards/50532917.webp	Versão 1
2833	2833	/players/231913-fredrik-aursnes/24-231913/	fredrik-aursnes	75.0	76.0	76.0	64.0	69.0	66.0	56.0	66.0	78.0	74.0	63.0	82.0	79.0	72.0	82.0	77.0	84.0	81.0	77.0	82.0	75.0	65.0	77.0	75.0	73.0	79.0	91.0	76.0	78.0	12.0	14.0	14.0	13.0	8.0	CM	79	Rare	Fredrik Aursnes	https://game-assets.fut.gg/2024/nations/36.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/234.png?quality=100&amp;width=80	RB	LM		https://game-assets.fut.gg/2024/cards/futgg-cards/231913.webp	Versão 1
1664	1664	/players/231913-fredrik-aursnes/24-67340777/	fredrik-aursnes	82.0	83.0	83.0	70.0	75.0	72.0	61.0	72.0	83.0	79.0	67.0	87.0	84.0	77.0	87.0	82.0	89.0	86.0	82.0	87.0	81.0	70.0	83.0	81.0	79.0	83.0	97.0	81.0	82.0	12.0	14.0	14.0	13.0	8.0	RB	84	Team of the Week	Fredrik Aursnes	https://game-assets.fut.gg/2024/nations/36.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/234.png?quality=100&amp;width=80	CM	LM		https://game-assets.fut.gg/2024/cards/futgg-cards/67340777.webp	Versão 1
2079	2079	/players/231913-fredrik-aursnes/24-50563561/	fredrik-aursnes	79.0	80.0	81.0	68.0	73.0	70.0	59.0	70.0	82.0	78.0	66.0	86.0	83.0	76.0	86.0	81.0	88.0	85.0	81.0	86.0	79.0	69.0	81.0	79.0	77.0	82.0	94.0	79.0	81.0	12.0	14.0	14.0	13.0	8.0	CM	82	Team of the Week	Fredrik Aursnes	https://game-assets.fut.gg/2024/nations/36.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/234.png?quality=100&amp;width=80	RB	LM		https://game-assets.fut.gg/2024/cards/futgg-cards/50563561.webp	Versão 2
